Silo,Cust_ID,name_cust,id_st,Date_Invoice,id_item,descr_1,qty_ship,price_net,code_cat_prdt,flag_stat_item,Item_Add_date
J ,1000,SAMPLE ORDER,WI,1/10/2019,6570ENV012,ES72N-1S H2O2 M-P CLEANER,2,180,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,2/11/2019,6570ENV012,ES72N-1S H2O2 M-P CLEANER,370,7155.8,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,6/3/2019,6570ENV012,ES72N-1S H2O2 M-P CLEANER,306,5881.32,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,4/4/2019,6570ENV012,ES72N-1S H2O2 M-P CLEANER,163,3152.42,65,A,8/16/2016
J ,1000,SAMPLE ORDER,WI,5/16/2019,6570ENV012,ES72N-1S H2O2 M-P CLEANER,2,211.88,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,9/28/2020,6570ENV012,ES72N-1S H2O2 M-P CLEANER,175,3363.5,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,9/2/2020,6570ENV012,ES72N-1S H2O2 M-P CLEANER,216,4151.52,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,8/10/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,400,6984,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,7/27/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,425,7420.5,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,8/10/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,320,5587.2,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,8/24/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,139,2426.94,65,A,8/16/2016
J ,1762,ALLIED EAGLE SUPPLY,MI,8/10/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,6,261.36,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,8/10/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,432,7542.72,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,10/14/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,216,3771.36,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,9/29/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,216,3771.36,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,10/14/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,258,4504.68,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,11/18/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,216,3771.36,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,8/28/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,288,5028.48,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,8/31/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,144,2514.24,65,A,8/16/2016
J ,1762,ALLIED EAGLE SUPPLY,MI,9/8/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,12,522.72,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,8/31/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,398,6949.08,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,9/29/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,45,785.7,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,11/18/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,432,7542.72,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,11/19/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,464,8101.44,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,8/14/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,284,4958.64,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,8/15/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,44,768.24,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,8/29/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,141,2461.86,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,8/29/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,432,7542.72,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,10/1/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,72,1257.12,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,10/8/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,31,541.26,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,10/8/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,381,6652.26,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,9/26/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,329,5744.34,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,7/12/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,400,6984,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,7/12/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,312,5447.52,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,7/17/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,392,6844.32,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,7/17/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,207,3614.22,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,7/12/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,400,6984,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,8/14/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,400,6984,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,8/8/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,241,4207.86,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,8/14/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,252,4399.92,65,A,8/16/2016
J ,1762,ALLIED EAGLE SUPPLY,MI,3/19/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,12,552.96,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,4/3/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,411,7073.31,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,4/11/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,401,6901.21,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,5/1/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,411,7176.06,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,5/9/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,430,7507.8,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,6/5/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,425,7420.5,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,2/19/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,521,8966.41,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,10/24/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,504,8799.84,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,11/21/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,78,1361.88,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,12/10/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,440,7682.4,65,A,8/16/2016
J ,1762,ALLIED EAGLE SUPPLY,MI,12/12/2019,6570ENV020,ES72N-CS H2O2 M-P CLEANER,12,522.72,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,1/6/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,439,7664.94,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,2/20/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,216,3771.36,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,4/29/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,176,3072.96,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,5/1/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,586,10231.56,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,5/6/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,504,8799.84,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,5/8/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,80,1396.8,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,5/13/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,596,10406.16,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,4/30/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,16,279.36,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,2/19/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,204,3561.84,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,3/5/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,19,331.74,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,3/20/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,428,7472.88,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,4/29/2020,6570ENV020,ES72N-CS H2O2 M-P CLEANER,400,6984,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,6/3/2020,6570ENV040,ES72N-4 H2O2 M-P CLEANER,72,1645.2,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,3/5/2020,6570ENV040,ES72N-4 H2O2 M-P CLEANER,36,822.6,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,6/3/2020,6570ENV040,ES72N-4 H2O2 M-P CLEANER,36,822.6,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,1/3/2020,6570ENV040,ES72N-4 H2O2 M-P CLEANER,36,822.6,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,9/27/2019,6570ENV040,ES72N-4 H2O2 M-P CLEANER,26,594.1,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,11/5/2019,6570ENV040,ES72N-4 H2O2 M-P CLEANER,72,1645.2,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,1/31/2019,6570ENV040,ES72N-4 H2O2 M-P CLEANER,37,831.02,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,4/3/2019,6570ENV040,ES72N-4 H2O2 M-P CLEANER,36,808.56,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,7/1/2019,6570ENV040,ES72N-4 H2O2 M-P CLEANER,36,822.6,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,9/27/2019,6570ENV040,ES72N-4 H2O2 M-P CLEANER,36,822.6,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,9/2/2020,6570ENV040,ES72N-4 H2O2 M-P CLEANER,94,2147.9,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,8/21/2020,6570ENV040,ES72N-4 H2O2 M-P CLEANER,180,4291.2,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,8/21/2020,6570ENV040,ES72N-4 H2O2 M-P CLEANER,108,2467.8,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,8/21/2020,6570ENV040,ES72N-4 H2O2 M-P CLEANER,13,297.05,65,A,8/16/2016
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,7/1/2020,6570ENV040,ES72N-4 H2O2 M-P CLEANER,108,2467.8,65,A,8/16/2016
J ,17750,"PIONEER BRITE, INC",TN,8/17/2020,6571PIO030,RTU H2O2 CITRUS MULTI PURPOSE,81,1534.95,65,A,6/8/2018
J ,17750,"PIONEER BRITE, INC",TN,1/21/2019,6571PIO030,RTU H2O2 CITRUS MULTI PURPOSE,78,1403.22,65,A,6/8/2018
J ,17750,"PIONEER BRITE, INC",TN,4/21/2020,6571PIO030,RTU H2O2 CITRUS MULTI PURPOSE,81,1534.95,65,A,6/8/2018
I ,6500,FACTORY CLEANING EQUIPMENT,NC,4/17/2020,6820FCE004,BULLDOG COOL BREEZE DEODORIZER,50,547.5,68,A,12/19/2018
I ,6500,FACTORY CLEANING EQUIPMENT,IL,5/18/2020,6820FCE004,BULLDOG COOL BREEZE DEODORIZER,53,580.35,68,A,12/19/2018
I ,6500,FACTORY CLEANING EQUIPMENT,NC,1/17/2019,6820FCE004,BULLDOG COOL BREEZE DEODORIZER,50,547.5,68,A,12/19/2018
I ,6500,FACTORY CLEANING EQUIPMENT,IL,1/17/2019,6820FCE004,BULLDOG COOL BREEZE DEODORIZER,54,591.3,68,A,12/19/2018
I ,6500,FACTORY CLEANING EQUIPMENT,NC,1/3/2019,6820FCE004,BULLDOG COOL BREEZE DEODORIZER,50,547.5,68,A,12/19/2018
I ,6500,FACTORY CLEANING EQUIPMENT,IL,1/2/2019,6820FCE004,BULLDOG COOL BREEZE DEODORIZER,50,547.5,68,A,12/19/2018
I ,6500,FACTORY CLEANING EQUIPMENT,IL,7/16/2019,6820FCE004,BULLDOG COOL BREEZE DEODORIZER,53,580.35,68,A,12/19/2018
I ,6500,FACTORY CLEANING EQUIPMENT,IL,8/8/2019,6820FCE004,BULLDOG COOL BREEZE DEODORIZER,51,558.45,68,A,12/19/2018
I ,6500,FACTORY CLEANING EQUIPMENT,NC,11/5/2020,6820FCE004,BULLDOG COOL BREEZE DEODORIZER,50,547.5,68,A,12/19/2018
I ,6500,FACTORY CLEANING EQUIPMENT,IL,11/20/2020,6820FCE004,BULLDOG COOL BREEZE DEODORIZER,41,448.95,68,A,12/19/2018
I ,20923,SUPERIOR LUBRICANTS,NY,9/12/2019,6823ABS030,AIRADE,4,216,68,A,3/6/2019
I ,20709,SOUTHERN SWEEPERS & SCRUBBERS,MS,5/23/2019,6823ABS030,AIRADE,5,220,68,A,3/6/2019
I ,2559,BARKEFELLERS NORTHEAST,IN,2/20/2019,6823ABS550,AIRADE W/INSERT,1,681.58,68,A,2/14/2019
I ,2920,BRUSKE PRODUCTS,IL,2/12/2019,6823BRP030,SCENT AWAY (PART #9399-12),57,2885.34,68,A,9/2/1999
I ,2920,BRUSKE PRODUCTS,IL,8/1/2019,6823BRP030,SCENT AWAY (PART #9399-12),58,2935.96,68,A,9/2/1999
I ,2920,BRUSKE PRODUCTS,IL,6/2/2020,6823BRP030,SCENT AWAY (PART #9399-12),55,2784.1,68,A,9/2/1999
S ,1725,ALL AMERICAN CHEMICAL CO.,IL,7/1/2020,6823CUS042,AIRADE 319039-4,4,266.6,68,A,1/19/2015
S ,1725,ALL AMERICAN CHEMICAL CO.,IL,7/24/2020,6823CUS042,AIRADE 319039-4,4,266.6,68,A,1/19/2015
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,7/22/2020,6825ENV020,ES58N-CS ODOR ELIM CONC,50,2437,68,A,11/26/2008
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,8/12/2019,6825ENV020,ES58N-CS ODOR ELIM CONC,56,2729.44,68,A,11/26/2008
C ,20930,CHARLOTTE PRODUCTS LTD.,IL,2/12/2019,6825ENV020,ES58N-CS ODOR ELIM CONC,56,2724.96,68,A,11/26/2008
J ,5626,"EQUITY INDUSTRIAL SUPPLY, INC.",IL,11/19/2019,6826ENV015,ES58N-6 ENVRCIDE ODOR ELIM,36,964.08,68,A,3/26/2009
J ,17750,"PIONEER BRITE, INC",TN,2/24/2020,6837PIO550,PB WSIX DEODORANT BASE CHERRY,2,623,68,A,11/15/2019
J ,17750,"PIONEER BRITE, INC",TN,11/26/2019,6837PIO550,PB WSIX DEODORANT BASE CHERRY,2,623,68,A,11/15/2019
J ,17750,"PIONEER BRITE, INC",TN,8/17/2020,6837PIO550,PB WSIX DEODORANT BASE CHERRY,2,623,68,A,11/15/2019
J ,17750,"PIONEER BRITE, INC",TN,11/26/2019,6838PIO550,PB WSIX DEODORANT BASE LAV,2,700,68,A,11/15/2019
J ,17750,"PIONEER BRITE, INC",TN,2/24/2020,6838PIO550,PB WSIX DEODORANT BASE LAV,2,700,68,A,11/15/2019
J ,17750,"PIONEER BRITE, INC",TN,5/12/2020,6838PIO550,PB WSIX DEODORANT BASE LAV,2,700,68,A,11/15/2019
J ,17750,"PIONEER BRITE, INC",TN,12/15/2020,6838PIO550,PB WSIX DEODORANT BASE LAV,2,700,68,A,11/15/2019
J ,17750,"PIONEER BRITE, INC",TN,2/24/2020,6839PIO550,PB WSIX DEODORANT BASE CMELON,2,950,68,A,11/15/2019
J ,17750,"PIONEER BRITE, INC",TN,11/26/2019,6839PIO550,PB WSIX DEODORANT BASE CMELON,2,950,68,A,11/15/2019
J ,17750,"PIONEER BRITE, INC",TN,11/26/2019,6840PIO550,PB WSIX DEODORANT BASE CLOVER,2,750,68,A,11/15/2019
J ,17750,"PIONEER BRITE, INC",TN,4/20/2020,6840PIO550,PB WSIX DEODORANT BASE CLOVER,2,750,68,A,11/15/2019
J ,17750,"PIONEER BRITE, INC",TN,11/12/2020,6840PIO550,PB WSIX DEODORANT BASE CLOVER,2,750,68,A,11/15/2019
C ,17533,PAKET CORPORATION,IL,9/29/2020,6870GRV550,"VANILLA,SANDAL ROOM SPRAY CONC",2,4176.9,68,A,8/24/2020
C ,17533,PAKET CORPORATION,IL,9/29/2020,6871GRV550,JUNIPER TREE ROOM SPRAY CONC,2,2957.5,68,A,8/24/2020
C ,17533,PAKET CORPORATION,IL,9/29/2020,6872GRV550,"LAVENDER,SAGE ROOM SPRAY CONC",2,4832.1,68,A,8/24/2020
C ,17533,PAKET CORPORATION,IL,8/13/2019,6874GRV550,WINTER WOODS  ROOM SPRAY CONC,3,6647.55,68,A,7/12/2019
C ,17533,PAKET CORPORATION,IL,8/13/2019,6874GRV610,WINTER WOODS ROOM SPRAY CONC,1,11079.25,68,A,7/12/2019
C ,17533,PAKET CORPORATION,IL,4/23/2019,6875GRV550,LAVENDER& BERG ROOM SPRAY CONC,2,2893.8,68,A,3/29/2019
C ,17533,PAKET CORPORATION,IL,4/30/2019,6875GRV550,LAVENDER& BERG ROOM SPRAY CONC,2,2893.8,68,A,3/29/2019
C ,17533,PAKET CORPORATION,IL,6/17/2020,6875GRV550,LAVENDER& BERG ROOM SPRAY CONC,1,1965.6,68,A,3/29/2019
C ,17533,PAKET CORPORATION,IL,10/8/2019,6875GRV550,LAVENDER& BERG ROOM SPRAY CONC,2,2893.8,68,A,3/29/2019
C ,17533,PAKET CORPORATION,IL,12/13/2019,6876GRV550,EUCALYPTUS&MINT ROOM SPRAY CON,1,1360.45,68,A,3/29/2019
C ,17533,PAKET CORPORATION,IL,7/27/2020,6876GRV550,EUCALYPTUS&MINT ROOM SPRAY CON,2,3712.8,68,A,3/29/2019
C ,17533,PAKET CORPORATION,IL,4/30/2019,6876GRV550,EUCALYPTUS&MINT ROOM SPRAY CON,2,2720.9,68,A,3/29/2019
C ,17533,PAKET CORPORATION,IL,4/23/2019,6876GRV550,EUCALYPTUS&MINT ROOM SPRAY CON,2,2720.9,68,A,3/29/2019
C ,17533,PAKET CORPORATION,IL,9/9/2019,6877GRV550,SANDALWOOD&VAN ROOM SPRAY CONC,1,1706.25,68,A,3/29/2019
C ,17533,PAKET CORPORATION,IL,4/30/2019,6877GRV550,SANDALWOOD&VAN ROOM SPRAY CONC,2,3412.5,68,A,3/29/2019
C ,17533,PAKET CORPORATION,IL,4/23/2019,6877GRV550,SANDALWOOD&VAN ROON SPRAY CONC,2,3412.5,68,A,3/29/2019
C ,17533,PAKET CORPORATION,IL,1/9/2020,6877GRV550,SANDALWOOD&VAN ROOM SPRAY CONC,1,1706.25,68,A,3/29/2019
C ,17533,PAKET CORPORATION,IL,7/8/2020,6877GRV550,SANDALWOOD&VAN ROOM SPRAY CONC,2,4804.8,68,A,3/29/2019
C ,17533,PAKET CORPORATION,IL,4/23/2019,6878GRV550,GRAPEFRUIT&LEM ROOM SPRAY CONC,3,4190.55,68,A,3/29/2019
C ,17533,PAKET CORPORATION,IL,4/30/2019,6878GRV550,GRAPEFRUIT&LEM ROOM SPRAY CONC,1,1396.85,68,A,3/29/2019
C ,17533,PAKET CORPORATION,IL,9/9/2019,6878GRV550,GRAPEFRUIT&LEM ROOM SPRAY CONC,2,2793.7,68,A,3/29/2019
C ,17533,PAKET CORPORATION,IL,8/27/2019,6878GRV550,GRAPEFRUIT&LEM ROOM SPRAY CONC,1,1396.85,68,A,3/29/2019
C ,17533,PAKET CORPORATION,IL,7/8/2020,6878GRV550,GRAPEFRUIT&LEM ROOM SPRAY CONC,2,3831.1,68,A,3/29/2019
C ,17533,PAKET CORPORATION,IL,4/6/2020,6880GRV550,VERBENA CITRUS ROOM SPRAY CONC,2,2884.7,68,A,1/4/2019
C ,17533,PAKET CORPORATION,IL,9/9/2019,6880GRV550,VERBENA CITRUS ROOM SPRAY CONC,2,2884.7,68,A,1/4/2019
C ,17533,PAKET CORPORATION,IL,8/16/2019,6880GRV550,VERBENA CITRUS ROOM SPRAY CONC,2,2884.7,68,A,1/4/2019
C ,17533,PAKET CORPORATION,IL,1/18/2019,6880GRV550,VERBENA CITRUS ROOM SPRAY CONC,1,1405.95,68,A,1/4/2019
C ,17533,PAKET CORPORATION,IL,2/25/2019,6880GRV550,VERBENA CITRUS ROOM SPRAY CONC,3,4327.05,68,A,1/4/2019
C ,17533,PAKET CORPORATION,IL,1/18/2019,6880GRV610,VERBENA CITRUS ROOM SPRAY CONC,2,13149.5,68,A,12/13/2018
J ,20881,NORTH WOODS (SUPERIOR),WI,6/4/2020,7022SUP030,MOLECULE 70,60,2310,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,8/1/2019,7022SUP030,MOLECULE 70,55,2117.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,7/1/2019,7060 MOLECULE 100,MOLECULE PLUS 100 KITS,22,330,70,A,4/10/2015
J ,20881,NORTH WOODS (SUPERIOR),WI,3/28/2019,7060 MOLECULE 100,MOLECULE PLUS 100 KITS,25,375,70,A,4/10/2015
J ,20881,NORTH WOODS (SUPERIOR),WI,2/20/2019,7060 MOLECULE 100,MOLECULE PLUS 100 KITS,24,360,70,A,4/10/2015
J ,20881,NORTH WOODS (SUPERIOR),WI,10/2/2019,7060 MOLECULE 100,MOLECULE PLUS 100 KITS,24,360,70,A,4/10/2015
J ,20881,NORTH WOODS (SUPERIOR),WI,11/13/2019,7060 MOLECULE 100,MOLECULE PLUS 100 KITS,24,360,70,A,4/10/2015
J ,20881,NORTH WOODS (SUPERIOR),WI,6/26/2020,7060 MOLECULE 100,MOLECULE PLUS 100 KITS,25,375,70,A,4/10/2015
J ,20881,NORTH WOODS (SUPERIOR),WI,7/31/2020,7060 MOLECULE 100,MOLECULE PLUS 100 KITS,26,390,70,A,4/10/2015
J ,20881,NORTH WOODS (SUPERIOR),WI,12/21/2020,7060 MOLECULE 100,MOLECULE PLUS 100 KITS,14,420,70,A,4/10/2015
J ,20881,NORTH WOODS (SUPERIOR),WI,11/17/2020,7060SUP030,MOLECULE 100,56,2100,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,12/29/2020,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,10/27/2020,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,6/22/2020,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,6/17/2020,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,6/2/2020,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,8/10/2020,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,9/9/2020,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,9/22/2020,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,11/13/2019,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,12/13/2019,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,10/15/2019,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,1/9/2020,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,1/15/2020,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,2/24/2020,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,3/10/2020,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,3/31/2020,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,2/20/2019,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,3/18/2019,7060SUP030,MOLECULE 100,57,2137.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,1/4/2019,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,1/28/2019,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,4/4/2019,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,4/16/2019,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,5/15/2019,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,6/20/2019,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,5/28/2019,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
J ,20881,NORTH WOODS (SUPERIOR),WI,8/1/2019,7060SUP030,MOLECULE 100,55,2062.5,70,A,1/2/1995
